date,region,avg_ta,min_ta,max_ta,sum_rn
2026-02-25,창원,8.1,4.0,13.1,0.0
2026-02-26,창원,9.3,6.0,11.6,0.0
2026-02-27,창원,8.6,7.0,11.0,5.7
2026-02-28,창원,8.1,3.3,13.1,0.0
2026-03-01,창원,8.9,5.9,12.4,0.0
2026-03-02,창원,7.7,6.3,9.1,19.8
2026-03-03,창원,8.4,5.5,11.4,0.7
2026-03-04,창원,8.2,3.1,13.7,0.0
2026-03-05,창원,9.5,5.4,13.8,0.0
2026-03-06,창원,7.3,2.4,13.4,0.4
2026-03-07,창원,4.3,0.3,9.9,0.0
2026-03-08,창원,5.1,0.0,11.0,0.0
2026-03-09,창원,6.4,2.6,11.0,0.0
2026-03-10,창원,6.2,1.6,12.4,0.0
2026-03-11,창원,7.1,2.2,13.4,0.0
2026-03-12,창원,8.1,3.6,14.3,0.0
2026-03-13,창원,7.0,4.1,11.3,0.0
2026-03-14,창원,7.2,1.4,13.5,0.0
2026-03-15,창원,9.5,4.9,14.8,0.0
2026-03-16,창원,10.3,5.0,15.9,0.0
2026-03-17,창원,10.8,6.7,16.2,0.0
2026-03-18,창원,9.3,7.8,10.7,5.8
2026-03-19,창원,9.8,5.9,15.5,0.0
2026-03-20,창원,11.0,4.4,18.0,0.0
2026-03-21,창원,11.1,5.8,17.2,0.0
2026-03-22,창원,11.2,7.6,16.9,0.0
2026-03-23,창원,12.6,7.2,19.7,0.0
2026-03-24,창원,11.7,7.0,16.6,0.0
2026-03-25,창원,11.9,8.5,16.7,0.3
2026-03-26,창원,13.3,7.4,22.7,0.0
2026-03-27,창원,15.7,8.9,22.4,0.0
2026-03-28,창원,14.9,10.4,22.1,0.0
2026-03-29,창원,13.3,9.4,18.7,0.0
2026-03-30,창원,13.1,9.7,18.6,24.7
2026-03-31,창원,13.9,11.4,18.2,9.9
2026-04-01,창원,13.3,11.5,16.4,1.0
2026-04-02,창원,14.3,8.5,22.1,0.0
2026-04-03,창원,15.0,9.9,21.5,1.6
2026-04-04,창원,14.5,11.7,19.2,65.7
2026-04-05,창원,12.9,8.7,18.9,0.0
2026-04-06,창원,14.9,10.1,19.5,0.5
2026-04-07,창원,11.4,7.8,15.9,0.0
2026-04-08,창원,11.4,5.1,17.8,0.0
2026-04-09,창원,12.9,9.0,17.2,40.1
2026-04-10,창원,18.0,13.1,23.7,0.0
2026-04-11,창원,16.5,8.6,24.0,0.0
2026-04-12,창원,16.1,12.2,19.8,0.0
2026-04-13,창원,19.0,13.5,26.9,0.0
2026-04-14,창원,17.0,15.2,19.4,0.0
2026-04-15,창원,16.2,12.6,22.6,0.0
2026-04-16,창원,16.3,10.6,23.2,0.0
2026-04-17,창원,13.6,11.6,17.9,16.0
2026-04-18,창원,16.9,12.8,23.1,5.9
2026-04-19,창원,18.6,14.9,24.3,0.0
2026-04-20,창원,18.4,13.7,23.5,0.0
2026-04-21,창원,15.3,10.5,22.4,0.0
2026-04-22,창원,14.8,12.0,20.2,0.2
2026-04-23,창원,15.7,12.1,20.5,0.0
2026-04-24,창원,14.8,9.2,22.1,0.0
2026-04-25,창원,16.0,9.9,24.0,0.0
2026-04-26,창원,17.6,11.5,24.0,0.0
2026-04-27,창원,19.1,14.5,26.2,0.0
2026-04-28,창원,18.1,13.3,24.9,0.0
2026-04-29,창원,15.0,11.7,18.8,0.0
2026-04-30,창원,14.5,12.0,17.9,1.2
2026-05-01,창원,16.6,9.2,24.4,2.3
2026-05-02,창원,18.6,13.0,24.1,0.0
2026-05-03,창원,14.2,12.2,17.0,22.4
2026-05-04,창원,16.4,12.0,21.8,0.0
2026-05-05,창원,15.5,10.0,22.0,0.0
2026-05-06,창원,16.9,9.9,23.9,0.0
2026-05-07,창원,18.5,11.7,25.1,0.0
2026-05-08,창원,18.6,15.1,23.4,0.0
2026-05-09,창원,17.0,10.8,24.0,0.0
2026-05-10,창원,17.1,11.4,24.0,0.0
2026-05-11,창원,18.7,12.9,24.8,0.0
2026-05-12,창원,16.7,14.1,21.5,2.4
2026-05-13,창원,18.1,13.0,24.6,0.0
2026-05-14,창원,20.4,14.6,25.2,0.0
2026-05-15,창원,18.8,14.7,23.7,0.0
2026-05-16,창원,21.8,14.1,30.2,0.0
2026-05-17,창원,23.7,17.0,32.2,0.0
2026-05-18,창원,22.5,15.3,29.7,0.0
2026-05-19,창원,22.1,16.0,28.3,0.5
2026-05-20,창원,17.4,16.6,19.3,71.4
2026-05-21,창원,17.9,16.5,19.7,12.3
2026-05-22,창원,18.9,16.6,23.4,0.0
2026-05-23,창원,18.2,15.9,22.3,0.0
2026-05-24,창원,19.5,15.5,24.4,0.0
2026-05-25,창원,22.7,17.6,28.0,0.0
2026-05-26,창원,22.5,19.4,27.5,29.2
2026-05-27,창원,21.3,19.7,22.4,6.5
2026-05-28,창원,24.0,19.7,29.9,0.0
2026-05-29,창원,21.5,17.6,27.3,0.0
2026-05-30,창원,23.9,15.8,31.4,0.0
2026-05-31,창원,24.4,18.3,32.1,0.0
2026-06-01,창원,23.2,17.8,30.0,2.3
2026-06-02,창원,21.1,19.5,23.0,29.1
2026-06-03,창원,22.6,18.5,28.0,0.0
2026-06-04,창원,22.2,19.5,26.1,0.0
2026-06-05,창원,23.7,18.2,29.5,0.0
2026-06-06,창원,23.5,18.0,28.7,0.0
2026-06-07,창원,22.7,20.7,25.7,0.0
2026-06-08,창원,20.5,18.5,23.5,0.8
2026-06-09,창원,20.5,16.8,25.1,0.0
2026-06-10,창원,22.6,15.9,29.0,0.0
2026-06-11,창원,22.3,16.8,28.1,0.0
2026-06-12,창원,23.1,17.7,29.3,0.0
2026-06-13,창원,23.5,17.7,29.9,0.0
2026-06-14,창원,22.6,18.2,29.5,0.0
2026-06-15,창원,23.3,18.5,27.8,0.0
2026-06-16,창원,24.3,19.5,29.9,0.0
2026-06-17,창원,23.8,20.9,28.0,0.0
2026-06-18,창원,25.3,22.5,29.3,0.0
2026-06-19,창원,24.0,22.1,26.8,15.0
2026-06-20,창원,25.0,22.2,28.1,58.4
2026-06-21,창원,22.6,20.5,26.6,0.0
2026-06-22,창원,20.4,19.0,22.3,1.0
2026-06-23,창원,21.3,19.1,24.5,0.0
2026-06-24,창원,21.3,18.9,23.0,0.5
2026-06-25,창원,22.9,20.1,27.1,0.0
2026-06-26,창원,23.2,20.0,28.7,0.0
2026-06-27,창원,22.1,19.1,26.3,0.0
2026-06-28,창원,22.2,17.9,27.6,0.0
2026-06-29,창원,22.7,18.6,28.0,0.0
2026-06-30,창원,22.8,19.8,27.4,0.0
2026-07-01,창원,20.5,18.3,21.9,50.2
2026-07-02,창원,22.7,20.1,27.2,0.0
2026-07-03,창원,23.8,19.9,28.1,0.0
2026-07-04,창원,23.5,21.3,27.6,5.1
2026-07-05,창원,23.8,21.7,25.2,3.3
2026-07-06,창원,25.8,23.2,30.3,0.2
2026-07-07,창원,26.3,24.5,29.4,0.0
2026-07-08,창원,26.8,25.0,29.6,0.0
2026-07-09,창원,26.8,24.2,30.3,0.0
2026-07-10,창원,27.6,24.1,32.1,0.0
2026-07-11,창원,29.1,23.5,35.4,0.0
2026-07-12,창원,29.0,24.9,33.6,0.0
2026-07-13,창원,28.8,27.2,32.5,0.1
2026-07-14,창원,27.1,26.3,28.5,1.5
2026-07-15,창원,28.9,25.2,32.9,0.0
2026-07-16,창원,28.5,23.9,35.6,0.0
2026-07-17,창원,28.2,25.2,32.4,0.0
2026-07-18,창원,27.6,25.6,31.0,0.0
2026-07-19,창원,27.5,25.2,30.0,0.1
2026-07-20,창원,28.2,26.2,31.9,2.9
2026-07-21,창원,28.3,25.8,32.6,0.0
2026-07-22,창원,29.1,26.1,33.4,0.0
2026-07-23,창원,28.8,26.0,34.0,0.0
2026-07-24,창원,29.3,24.4,35.0,0.0
2026-07-25,창원,29.6,25.4,35.6,0.0
2026-07-26,창원,30.6,26.1,36.7,0.0
2026-07-27,창원,30.4,26.2,35.0,0.0
2026-07-28,창원,30.9,26.1,36.7,0.0
2026-07-29,창원,32.5,27.8,38.8,0.0
2026-07-30,창원,31.9,26.8,38.5,0.0
2026-07-31,창원,31.8,25.5,39.0,0.0
2026-08-01,창원,33.4,27.6,40.4,0.0
2026-08-02,창원,32.4,27.9,39.5,0.0
2026-08-03,창원,30.5,27.1,36.8,0.0
2026-08-04,창원,30.3,26.9,35.0,0.0
2026-08-05,창원,29.3,26.5,34.6,0.0
2026-08-06,창원,29.5,25.9,34.8,0.0
2026-08-07,창원,31.4,26.2,36.9,0.0
2026-08-08,창원,31.0,28.3,34.8,0.0
2026-08-09,창원,29.2,27.7,33.3,0.0
2026-08-10,창원,28.2,25.5,32.1,0.8
2026-08-11,창원,26.3,23.3,31.8,0.0
2026-08-12,창원,26.1,22.2,30.3,0.0
2026-08-13,창원,27.1,23.8,33.4,0.0
2026-08-14,창원,27.6,23.6,32.9,0.0
2026-08-15,창원,26.9,24.3,32.2,0.4
2026-08-16,창원,23.3,22.6,25.1,131.7
2026-08-17,창원,24.1,22.3,26.0,91.4
2026-08-18,창원,26.6,24.7,31.2,43.9
2026-08-19,창원,28.3,24.7,33.0,0.0
2026-08-20,창원,28.6,24.5,33.2,0.0
2026-08-21,창원,28.8,25.6,32.6,0.0
2026-08-22,창원,28.8,26.5,33.0,0.0
2026-08-23,창원,29.3,25.4,34.6,0.0
2026-08-24,창원,29.7,25.8,34.7,0.0
2026-08-25,창원,30.1,26.0,35.4,0.0
2026-08-26,창원,29.6,25.5,34.3,0.0
2026-08-27,창원,28.7,27.0,31.9,5.8
2026-08-28,창원,26.2,25.1,27.6,111.0
2026-08-29,창원,27.8,25.7,32.4,3.3
2026-08-30,창원,28.1,24.9,32.3,7.2
2026-08-31,창원,27.8,25.3,31.9,5.4
2026-09-01,창원,26.9,24.9,30.7,1.4
2026-09-02,창원,27.9,24.6,32.8,0.0
2026-09-03,창원,27.0,24.2,31.5,24.1
2026-09-04,창원,26.1,23.2,29.8,0.0
2026-09-05,창원,25.2,21.4,29.3,0.0
2026-09-06,창원,25.0,21.5,29.5,0.0
2026-09-07,창원,25.0,21.2,29.0,0.0
2026-09-08,창원,24.2,19.3,29.6,0.0
